"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","id","is_quote_tweet","media/0/media_url","media/0/type","media/1/media_url","media/1/type","quoted_tweet/#sort_index","quoted_tweet/conversation_id","quoted_tweet/created_at","quoted_tweet/favorite_count","quoted_tweet/full_text","quoted_tweet/hashtags/0","quoted_tweet/hashtags/1","quoted_tweet/id","quoted_tweet/is_quote_tweet","quoted_tweet/media/0/media_url","quoted_tweet/media/0/type","quoted_tweet/reply_count","quoted_tweet/replying_to_tweet","quoted_tweet/retweet_count","quoted_tweet/url","quoted_tweet/urls/0/display_url","quoted_tweet/urls/0/expanded_url","quoted_tweet/urls/0/url","quoted_tweet/user_mentions/0/id_str","quoted_tweet/user_mentions/0/name","quoted_tweet/user_mentions/0/screen_name","quoted_tweet/view_count","reply_count","replying_to_tweet","retweet_count","startUrl","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","urls/1/display_url","urls/1/expanded_url","urls/1/url","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","view_count"
"1635404768557559808","2023-03-13T22:39:46.000Z","0","@5awaja22 ونعم التطور او بصيغة تانية عايز تلحق بركب رأسمالية الدولة ، اجتهد معانا عشان دايرين نجرب النموذج الصيني للرأسمالية. ونعجل بنهايته ونصل نموذج سمير 😂😂",,,,,,,,,,,,"1635410347841716225","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://twitter.com/5awaja22/status/1635409084357963777","0","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/Anas77Mo/status/1635410347841716225",,,,,,,"1476851806739308564","🕊️ الأمين","5awaja22",,,,"53"
"1635348760057503744","2023-03-13T21:48:21.000Z","1","@Mhd_Hayat مختلف الفنون أداة ووسيلة مهمة وهادفة لـفهم الإنسان نفسه والظواهر التي يعيشها، أصبح الآن سلعة رأسمالية تجارية خاضعة لسيطرة السوق والاستهلاك!",,,,,,,,,,,,"1635397408472571904","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://twitter.com/Mhd_Hayat/status/1635348760057503744","1","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/Jundanielso/status/1635397408472571904",,,,,,,"301113299","محمد حيات","Mhd_Hayat",,,,"294"
"1635390849013133312","2023-03-13T21:22:17.000Z","3","افضل وصف لخص الوضع في أمريكا بعد انهيار اربعة بنوك واعلان افلاسهم هي أن النظام الاقتصادي/المالي في أمريكا يعتمد على قاعدة وحيدة، —رأسمالية الربح و اشتراكية الخسارة— …",,,,,,,,,,,,"1635390849013133312","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/AkeelHanano/status/1635390849013133312",,,,,,,,,,,,,"98"
"1635384510933270528","2023-03-13T20:57:06.000Z","2","لو في رأسمالية وشركات كبيرة في مصر كانت عملت احلي ماركتينج للبلد في مجالات كتير عندك ميزة تنافسية فيها",,,,,,,,,,,,"1635384510933270528","true",,,,,"1635328741886029824","1635328741886029824","2023-03-13T17:15:29.000Z","4258","اللقطة و الدكتور بياكل في المحاضرة دي دعاية غير مدفوعة لمصر بجد https://t.co/Y2JSGyHaSH",,,"1635328741886029824","false","https://pbs.twimg.com/ext_tw_video_thumb/1635328679654957064/pu/img/Kay_ngF4c7KZWwt8.jpg","photo","22",,"283","https://twitter.com/Nohilism_/status/1635328741886029824",,,,,,,"336409","0",,"0","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/Abdallahudi/status/1635384510933270528",,,,,,,,,,,,,"280"
"1635368272458833920","2023-03-13T19:52:34.000Z","0","رأسمالية

أيديولوجية سياسية

الرأسمالية تُعرف أيضًا باسم التَمَوّل،وهي نظام اقتصادي يقوم على الملكية الخاصة لوسائل الإنتاج وخلق السلع والخدمات لأجل الربح. تشمل الخصائص الرئيسية للرأسمالية الملكية الخاصة وتراكم رأس المال والعمل المأجور والأسواق التنافسية",,,,,,,,,,,,"1635368272458833920","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/look101099/status/1635368272458833920",,,,,,,,,,,,,"3"
"1635330087204843520","2023-03-13T19:29:05.000Z","0","@Nicholasronas @soldier2017kg انت قد رحت لهم ماتعرف عنهم  اذا قصدك مو رأسمالية الرأسمالية لها سلبيات ولها ايجابيات",,,,,,,,,,,,"1635362364144091136","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","https://twitter.com/Nicholasronas/status/1635354805232357382","0","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/Fat0t7/status/1635362364144091136",,,,,,,"1456168319762018309","Nicholas","Nicholasronas","831984447096500224","الأحداث الروسية🇷🇺🎖","soldier2017kg","124"
"1635344276124241923","2023-03-13T19:11:29.000Z","1","@Ahmad88Politics الصين نسخه شيوعيه رأسماليه ومن المغلط ان نسميها شيوعيه بل هي اقرب للرأسماليه من الاشتراكية والله اعلم",,,,,,,,,,,,"1635357932052434947","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"0","https://twitter.com/Ahmad88Politics/status/1635344276124241923","0","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/noormohammedsan/status/1635357932052434947",,,,,,,"1068674886896443392","Ahmed Al Saedi أحمد الساعدي","Ahmad88Politics",,,,"28"
"1635349972777586689","2023-03-13T18:39:51.000Z","1","تويتر بيشتكي من حوار اروح الفيس على جروبات راب معتبرين ان دي حركه ضد رأسماليه وان هو كدا بينصر غلابه عشان ساوند وبجد اكتشفت ان فيه ناس كتير اوي اوي لسه بتسمع ساوند",,,,,,,,,,,,"1635349972777586689","true",,,,,"1635305179976433664","1635305179976433664","2023-03-13T15:41:52.000Z","38","يافنان حركة الساوندكلاود كانت ملعوبة وصحِّت فينا النوستالچيا وكله فل، ممكن تنزل التراك على سپوتيفاي بقى عشان احنا في ٢٠٢٣ بجد مين لسا بيسمع من على ساوند كلاود؟",,,"1635305179976433664","false",,,"1",,"0","https://twitter.com/veeforvelma/status/1635305179976433664",,,,,,,"2980","0",,"0","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/Mahmoud22493565/status/1635349972777586689",,,,,,,,,,,,,"69"
"1635287333842059280","2023-03-13T17:27:36.000Z","1","@mfu46 لم يعد هناك رأسمالية كل ما بالأمر ان النازية عادت للغرب بقوة ناعمة والدليل تهاوي المؤسسات الرأسمالية دون مبالاة من صنّاع القرار..",,,,,,,,,,,,"1635331790226468864","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"0","https://twitter.com/mfu46/status/1635287333842059280","0","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/ittiyah414/status/1635331790226468864",,,,,,,"1285628515182878720","🇺🇸محمد|MFU","mfu46",,,,"2931"
"1635328741886029824","2023-03-13T17:15:29.000Z","4258","اللقطة و الدكتور بياكل في المحاضرة دي دعاية غير مدفوعة لمصر بجد https://t.co/Y2JSGyHaSH",,,,,,,,,,,,"1635328741886029824","false","https://pbs.twimg.com/ext_tw_video_thumb/1635328679654957064/pu/img/Kay_ngF4c7KZWwt8.jpg","photo",,,,,,,,,,,,,,,,,,,,,,,,,"22",,"283","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/Nohilism_/status/1635328741886029824",,,,,,,,,,,,,"336409"
"1635305179976433664","2023-03-13T15:41:52.000Z","38","يافنان حركة الساوندكلاود كانت ملعوبة وصحِّت فينا النوستالچيا وكله فل، ممكن تنزل التراك على سپوتيفاي بقى عشان احنا في ٢٠٢٣ بجد مين لسا بيسمع من على ساوند كلاود؟",,,,,,,,,,,,"1635305179976433664","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"0","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/veeforvelma/status/1635305179976433664",,,,,,,,,,,,,"2980"
"1635283241883303936","2023-03-13T14:14:41.000Z","3","الشيوعية الصينية  تنتج شعوب منفتحة وليبرالية 
بعكس الشيوعية المخابراتية السوفياتية...انتجت مصايب و راسمالية ديكتاتورية متوحشة...",,,,,,,,,,,,"1635283241883303936","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/chbaro_alamir/status/1635283241883303936",,,,,,,,,,,,,"85"
"1634537606988943362","2023-03-11T12:51:48.000Z","101","اتقرف من النسوية الي تروح عند  ترانس ومن وتلقي هراء زي "" انت لست امراة حقيقية لانك لا تستطيعين الانجاب "" 
الي تقول كلام زي هذا وتسمي نفسها نسوية ، انتِ مو نسوية ، نعم انتِ مو نسوية 
لانك تحصرين كونك امرأة بقدرتك على الانجاب
نفس الذكوريين هذي نظرتهم
المرأة : وعاء اطفال",,,,,,,,,,,,"1634537606988943362","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"28",,"16","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/deer_ange/status/1634537606988943362",,,,,,,,,,,,,"117155"
"1630939130182918145","2023-03-01T14:32:44.000Z","24","A take-anywhere door lock, silicone spikes that keep your shower clean, and a chunk of etched glass that smooths your feet.",,,,,,,,,,,,"1630939130182918145","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,"4","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/lovetoknow/status/1630939130182918145",,,,,,,,,,,,,"32661"
"1630447574686527488","2023-02-28T05:59:28.000Z","8","""I've noticed a huge huge huge difference not only in my skin but in my hair. I can go so many more days without washing my hair. It just stays soft and silky and smooth"" - Abby K

Experience the difference when you make clean water step zero of your beauty routine 🚿",,,,,,,,,,,,"1630447574686527488","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"1","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/jolieskinco/status/1630447574686527488",,,,,,,,,,,,,"35524"
"1626674756811382797","2023-02-17T20:07:38.000Z","377","We make handmade gourmet marshmallows in small batches.",,,,,,,,,,,,"1626674756811382797","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,"35","https://twitter.com/search?q=%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/AnnieFrannies/status/1626674756811382797",,,,,,,,,,,,,"177248"
"1635600862083940352","2023-03-14T11:16:48.000Z","0","🚀🚀 لكي ننهض ب #العراق 🇮🇶 ونُعيده عظيماً منتصرا ✌️

⛔️ لاحظ عالم الاجتماع والاقتصاد والسياسة الألماني { ماكس فيبر  } الترابط والعلاقة بين ( البروتستانتية والرأسمالية ) بل يُعتبر أول مَن لحظ هذا الترابط والتكامل .

- الرأسمالية : هي التي أوصلت أوروبا والعالم لما عليه من التطور .…","العراق",,,,,,,,,,,"1635600862083940352","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","https://twitter.com/search?q=%D8%A7%D9%84%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/Ihsan_Thamir/status/1635600862083940352",,,,,,,,,,,,,"9"
"1635597720722489344","2023-03-14T11:04:19.000Z","0","الرأسمالية الأميركية تنهار https://t.co/afTSKC9Q4E",,,,,,,,,,,,"1635597720722489344","false","https://pbs.twimg.com/media/FrLPdO3aQAIwuxO.jpg","photo",,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","https://twitter.com/search?q=%D8%A7%D9%84%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/shamozen/status/1635597720722489344",,,,,,,,,,,,,"12"
"1635591169622040581","2023-03-14T10:38:17.000Z","3","""انهيار الرأسمالية الأمريكية""...أحد أغنياء العالم يصف واقع اقتصاد الولايات المتحدة
https://t.co/O9ulybBrfB",,,,,,,,,,,,"1635591169622040581","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0","https://twitter.com/search?q=%D8%A7%D9%84%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/sputnik_ar/status/1635591169622040581","sputnikarabic.ae/20230314/%D8%A…","https://sputnikarabic.ae/20230314/%D8%A7%D9%86%D9%87%D9%8A%D8%A7%D8%B1-%D8%A7%D9%84%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A9%D8%A3%D8%AD%D8%AF-%D8%A3%D8%BA%D9%86%D9%8A%D8%A7%D8%A1-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85-%D9%8A%D8%B5%D9%81-%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-1074712765.html","https://t.co/O9ulybBrfB",,,,,,,,,,"801"
"1635586577324998657","2023-03-14T10:20:02.000Z","0","اتفضلي يا مدام ٥ دولار بعد ٤٥ سنه عشان مسكتي نفسك ومنعتي بويضاتك انها تتخصب. معقول الرأسمالية سيطرت على الشعب لدرجة اننا هنكافئ اللي بيخلف اتنين واللي بيخلف اكتر نكىىىمه؟",,,,,,,,,,,,"1635586577324998657","true",,,,,"1635576301472841731","1635576301472841731","2023-03-14T09:39:12.000Z","53","ويسقط حقها في المطالبة بأية مبالغ مالية في حال إنجابها الطفل الثالث
#TheGlocal | #ذا_جلوكال https://t.co/D3ddoBtIGl","TheGlocal","ذا_جلوكال","1635576301472841731","false","https://pbs.twimg.com/media/FrK77AXXsAAmrY_.jpg","photo","3",,"4","https://twitter.com/TheGlocal/status/1635576301472841731",,,,,,,"8646","0",,"0","https://twitter.com/search?q=%D8%A7%D9%84%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/bttsm7mra20/status/1635586577324998657",,,,,,,,,,,,,"39"
"1635371958824222720","2023-03-14T10:15:09.000Z","0","@lnooorr الرأسمالية تغزو كل شيء،

اعتقد بأني محمل ڤيديوهاتهم، اذا تحتاجين عناوين محددة گليلي وأدزهن.",,,,,,,,,,,,"1635585349677113344","false",,,,,,,,,,,,,,,,,,,,,,,,,,,"0","https://twitter.com/lnooorr/status/1635371958824222720","0","https://twitter.com/search?q=%D8%A7%D9%84%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/MohTaqii/status/1635585349677113344",,,,,,,"1348569289176084480","NOURAN","lnooorr",,,,"2"
"1635585150145925120","2023-03-14T10:14:22.000Z","19","""#الرأسمالية الأميركية #تنهار في ظل الصراع السياسي الموجود و التوجه نحو نظام #سياسي رديف""

الكاتب و الصحفي جوني منير لـ #الميادين👇 
@mounayer1

#بالحبر_الجديد https://t.co/r27tbYz7BC","الرأسمالية","تنهار","سياسي","الميادين","بالحبر_الجديد",,,,,,,"1635585150145925120","false","https://pbs.twimg.com/ext_tw_video_thumb/1635582012521082880/pu/img/gbdzsVzViPbyLbmA.jpg","photo",,,,,,,,,,,,,,,,,,,,,,,,,"0",,"3","https://twitter.com/search?q=%D8%A7%D9%84%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/AlMayadeenNews/status/1635585150145925120",,,,,,,"1125957138","mounayer johny","mounayer1",,,,"2448"
"1635584128962764802","2023-03-14T10:10:18.000Z","13","اكتشفت ان أكثر الناس يعتقدون ان عدم تمرير المرأة جنسيتها لأبنائها قانون عالمي كوني🤣
( كل العالم ما يجنس .. ليش تبونا احنا نجنس)
في الواقع كل دول العالم الغنية والفقيرة، المثقفة والجاهلة، الرأسمالية والريعية تعطي المرأة هذا الحق عدى 25 دولة فقط من ضمنها #الكويت.
صحصح و صحح هالكور","الكويت",,,,,,,,,,,"1635584128962764802","true",,,,,"1635581682869829632","1635578283243757568","2023-03-14T10:00:35.000Z","3","@salmukaimy العراق الذي اسوء من الكويت يسمح بالتجنيس عبر الأم

حيث ينص القانون رقم 28 لسنة 2006 لقانون الجنسية العراقية

يسمح للعراقيات بتجنيس بشرط أن يكون مولود في البلاد

وفي عام 2020 شرع قانون يسمح لإبن العراقية المولود خارج العراق بالحصول على الجنسية بعد إقامة سنة واحدة فقط",,,"1635581682869829632","false",,,"0","https://twitter.com/salmukaimy/status/1635578283243757568","2","https://twitter.com/SumerAliH/status/1635581682869829632",,,,"18860920","Sara J Almukaimi ♀️ ♓","salmukaimy","1680","0",,"5","https://twitter.com/search?q=%D8%A7%D9%84%D8%B1%D8%A3%D8%B3%D9%85%D8%A7%D9%84%D9%8A%D8%A9&src=typed_query&f=live","https://twitter.com/salmukaimy/status/1635584128962764802",,,,,,,,,,,,,"1540"
