created_at,full_text,favorite_count,view_count,reply_count,retweet_count
2023-03-14T10:02:44.000Z,"لن تجد الرأسمالية بداً من الشيوعية في نهاية المطاف!
وهاهي الحكومة الأمريكية تلجأ لحلول شيوعية مجدداً لإنقاذ البنوك المتعثرة باستخدام الأموال العامة.
لقد تبخّر مبدأ «حرية السوق» في لمح البصر بمجرد أن شعرت الرأسمالية بالخطر الوجودي!",1,91.0,0,0
2023-03-14T10:00:35.000Z,"@salmukaimy العراق الذي اسوء من الكويت يسمح بالتجنيس عبر الأم

حيث ينص القانون رقم 28 لسنة 2006 لقانون الجنسية العراقية

يسمح للعراقيات بتجنيس بشرط أن يكون مولود في البلاد

وفي عام 2020 شرع قانون يسمح لإبن العراقية المولود خارج العراق بالحصول على الجنسية بعد إقامة سنة واحدة فقط",3,1680.0,0,2
2023-03-14T09:56:25.000Z,"الأديان خاطئة لأنها تهمّش العقل والواقع وتستبدلهما بالخيال والوهم.
الإقطاع خاطئ لأنه ميّز بين البشر المتساوون وفرض الشقاء غير المبرر على أكثرهم.
الرأسمالية خاطئة لأنها قوّمت موارد الأرض وجهد البشر بالمال الذي ليس له وجود حقيقي.",1,89.0,0,0
2023-03-14T09:54:40.000Z,@Penguin__Ss وأنا أحسب الرأسماليه مانعتها طلع إنتي,0,115.0,1,0
2023-03-14T09:52:01.000Z,@MdmKarma @zaazoozee تركي بحالو بكون مشغول بمصارف كاليفورنيا ومصرياته بمعقل الرأسمالية,2,116.0,1,0
2023-03-14T09:49:58.000Z,"لا يلاحظ معظم الناس أخطاء الأديان والأنظمة الإقتصادية لأن دورتها تكون بمئات السنين.

المسيحية مثلاً بدأت بالتراجع بعد ١٥٠٠ عام. والإسلام الآن بدأ في الترنح بعد ١٤٠٠ عام.

وفي الاقتصاد، استمر الإقطاع لألفي سنة تقريباً ثم سقط. وهاهي الرأسمالية تترنح بعد مئتي سنة. المجد لـ ماركس!",1,143.0,1,0
2023-03-14T09:39:12.000Z,"ويسقط حقها في المطالبة بأية مبالغ مالية في حال إنجابها الطفل الثالث
#TheGlocal | #ذا_جلوكال https://t.co/D3ddoBtIGl",53,8646.0,3,4
2023-03-14T09:38:30.000Z,@Hraoui17 هيدا الكلام بال77 بعزّ الحرب الباردة والصراع بين الرأسمالية والشيوعية. انتو بالكتائب بعدكون عايشين بالتاريخ وما بتتقدموا,0,10.0,0,0
2023-03-14T09:34:13.000Z,"""فاينانشال تايمز"": الرأسمالية الأميركية ""تنهار أمام أعيننا""

أكّد الملياردير الأميركي كين غريفين، يوم الثلاثاء، أنّ رفض إنقاذ مودعي بنك ""وادي السيليكون"" سيكون ""درساً كبيراً في المخاطر الأخلاقية""، وفق صحيفة ""فاينانشال تايمز"" البريطانية.
https://t.co/E9X0RdFdA4 https://t.co/8sKSBcOk4g",4,260.0,0,0
2023-03-14T09:33:57.000Z,الرأسمالية في ابهى صورها :,0,183.0,0,0
2023-03-14T09:31:32.000Z,"@AZK_SA @q78AyBhCuSM343A اسعدك الله اخوي عبدالله
تكلفة تحلية المياه للمتر المكعب لا تتجاوز ريالين
تتراوح من 0.75 الى 1.7  حسب المحطه (
من غير التكاليف الرأسمالية)
اذكر كان هناك عقد شراء بين جهتين المتر المكعب ب 5 ريال ويعتبر مرتفع جدا ..

ارجو اعادة النظر بالتكلفة
تحياتي",0,29.0,0,0
2023-03-14T09:29:11.000Z,Welcome to the الرأسمالية.,0,68.0,0,0
2023-03-14T09:22:12.000Z,"توترات تصعيد في الشرق الادني
... بايدن يقول خيار الصين ترسل اسلحه لروسيا.. وسن جه حرب على الصين
. وجين يرحب بالتحدي ويحذر من اي تدخلات في تايون...
... كوريا الشماليه تتاهب لغزوا أمريكي بات محتمل...
.. و المنظومه الماليه الراسماليه تبدت بالانهيار",0,41.0,0,0
2023-03-13T14:09:43.000Z,"شايفين هول!
منشتغل عشان خاطرن  8 ساعات  من صباحية ربنا لأخر الليل
هول ما بتقدر تشتري فيهن  كيلو دهب ولا تروح فيهن عالمالديف حتى
بس بتقدر تشتري بني أدم 8 ساعات وتقعد تمرمط فيه وتعطيه أوامر، وتشغله قدام الكومبيوتر وأخر اليوم ببطل فيه يشوف شي قدامه. https://t.co/GwUXRmYahb",449,239508.0,339,19
2023-03-12T08:30:01.000Z,"يقولون: «ثمانية ما فيها أمان وظيفي، والسمعة أنها تفصل موظفينها!»
وتردّ @SilaPotter: «سمعة ممتازة، ويجب أن تبقى!» 🫢

تدوينة اليوم في #النشرة_السريّة.
https://t.co/6m5aPBgPrX",215,656847.0,88,20
2023-02-22T04:28:05.000Z,We make handmade gourmet marshmallows in small batches.,29,47140.0,3,0
2023-03-14T09:20:16.000Z,رسمياً في الدول الأوروبية وأمريكا لم تعد تملك الخيار الذي يحمي فطرتك، طالما خياراتك ليست من ضمن قائمة أجندة الرأسمالية فهي ليست من أولوياتهم وسيتم إدانتك بتهم لم تحلم أنها ستكون على أرض الأحلام أمريكا، الآن نعيش في آخر مرحلة من مراحل هذا العصر القبيح.,0,528.0,0,2
2023-03-13T12:48:13.000Z,@all_alriyadh الناس يهمها التعويض و اخر يهمه مدى اهمية هالمشروع و مثله مشاريع كثيره لا تبني الفرد و لا تحقق احتياجاته بل مجرد بناء للتفاخر ! قدوتنا بالحضاره الاسلاميه التي كانت حضاره انسانيه لا حضاره استهلاكيه راسماليه ! اللهم لا تحاسبنا بما فعله السفهاء منا 😞,0,17.0,0,0
2023-03-14T08:54:59.000Z,"@4Me2Alawi ما كان ذلك ليحدث لولا أن الكنيسة عملت بعمق في تحرير الإنسان العربي من ""جماعته""؛ ليختار الدين المسيحي.
نعم؛ حاولت المؤسسات الكنسية بعد ذلك أن تضمه تحتها، لكنها بذرت الفردانية التي بنت عليها بعد ذلك الرأسمالية.",3,75.0,1,0
2023-03-13T09:58:07.000Z,الحكومة الامريكية دخلت اسطورة السوق الحر في فتيل الليلة .. رأسمالية شغل ترزية.,0,32.0,0,0
2023-03-14T08:51:36.000Z,"@Kongraal1 @AlAlammarsaleh بالعكس ليست الشعوب الشيوعية هي التي أثارت الحروب 
وإنما الرأسمالية .. مثل أمريكا في فيتنام والعراق وامريكا الجنوبية 
وفي اليمن
والان امريكا وأوروبا هي من أختارت الحرب  في أوكرانيا 
وتحاول إثارتها مجدداً في تايوان",0,37.0,0,0
2023-03-13T09:58:01.000Z,تدرون وش اللي يحزنني في الموضوع .. احزن على وضع شعوب الغرب مع الانهيار الاقتصادي بنشوف ناس كثير في الشارع لأن مجتمعاتهم فردانية رأسمالية غير متكاتفة .. هنا تقول الحمدلله على نعمة الاسلام اللي اوجب التكاتف والتعاضد,1,3367.0,1,1
2023-03-14T08:49:29.000Z,"@kadwi69 في الحقيقة ما أعتقد أنه الديانة فعلت ذلك. بالعكس التاريخ الصليبي اشتغل الديانة المسيحية في تشكيل الجماعات.

الفردانية هي نتاج الرأسمالية ولأهداف اقتصادية بحتة",2,594.0,1,1
2023-03-13T09:15:52.000Z,@BigShell111 المشكلة يجيك غبي يقول راسمالية طيب الكرتون وش صناعته,0,5.0,0,0
2023-03-14T08:49:15.000Z,@R4A2004 الرأسمالية بتخلي الناس اهم حاجة عندها الفلوس بغض النظر عن اي حاجة تانية,1,6.0,0,0
2023-03-13T08:55:14.000Z,@thmanyah @SilaPotter نسيتو أهم نقطة وهي أن الموظف إنسان وطبيعي إنجازه مايكون على وتيرة وحدة ، سياسة رأسمالية جشعة,1,1210.0,0,0
2023-03-13T08:32:51.000Z,"@MahmoudEldeshn1 يا حوده رأسمالية 
يعنى مش انت خالص 
انت المفروض تدعي معايا 🤦🏻‍♂️",0,151261.44256756757,0,0
2023-03-14T08:48:53.000Z,على صناع القرار بالدول الفقيره التي انبهرت بالتقدم الحضاري الغربي العمل على خدمة بلادهم بتجييش كل طاقاتها على توفير الغذاء الصحي الكافي والرعاية الطبية الجيدة والتعليم ولا تشغل نفسها حالياً وعلى عدة أجيال على محاولة اللحاق بالرفاهية الرأسمالية لكي لايبيعون شعوبهم بثمن بخس لها.💖 https://t.co/yUDhsyPYqT,2,55.0,0,1
2023-03-13T08:11:47.000Z,@garofakrajian هيدا الجحش اللي مسمي حالو استاذ مش عارق انو أميركا بالأسم رأسمالية اللي عم بيصير اشتراكية (شيوعية مقنعة),2,20.0,0,0
2023-03-13T08:00:38.000Z,"كل شي مش عاجبنا منسميه رأسمالية ومنكتب
بيجينا شوي لايك منكيف",12,978.0,2,0
2023-03-14T08:47:20.000Z,"@bat0ulsall0um فائض العمالة من اعمدة الرأسمالية، بدول ""العالم ال٣"" بكون قدر الجهد اكبر من قيمة البدل المالي، فائض الجهد هيدي بعوّض عن قلّة انتاجية دول ""العالم الاول""، و رواتبهم بتبقى اعلى.
يعني بتصيري عم تشتغلي لتريحيهم وهني بحصّلوا المكاسب المادّية",4,301.0,1,1
2023-03-14T08:40:03.000Z,رمسنة الاحتراق الوظيفي، وصلوا في الرأسمالية مواصل لم يصلها مؤسسيها,15,3849.0,1,2
2023-03-14T08:39:34.000Z,ملياردير أمريكي: الرأسمالية الأمريكية تنهار أمام أعيننا https://t.co/AZ5GKnDlun,0,18.0,0,1
2023-03-14T08:31:02.000Z,ياويلي ما قدرت اكمل بس قريت انها ترانس عنجد خلااااص,1,140.0,0,0
2023-03-13T07:51:29.000Z,@MohamedHnid نحن بحاجه الى ديكتاتوريه وطنيه تقود عمليه التحول الديموقراطي و تحارب الفساد و تعيد بناء التعليم الذي تقوم عليه بنيه المجتمع و بحاجه الى رأسماليه وطنيه مدعومه من الديكتاتوريه الوطنيه تستثمر في المشاريع الاستراتيجيه و العلميه و تنفق اموالها في خدمة المجتمع و تدعم القيادة السياسيه,1,35.0,0,0
2023-03-14T08:15:32.000Z,@HenrietteAnneQ حق ستالين وكانوا مجرد عناصر في خططه، وكانت كل اهدافه صعود في الثروة، كل اهدافه صناعية انتاجية ومقارنه الانتاج مع الغرب، لا وفوق كل هذا فشلوا. بس وش ترجي من وحدة تفكيرها الرأسمالية مع الرجال والماركسية مع النساء وتحط تقاطع في نهاية الطريق الرجال للرأسمالية والنساء للماركسية.,0,129.0,1,0
2023-03-13T07:04:16.000Z,"#أسمنت_أم_القرى تعلن استبدال إحدى مكونات طاحونة الأسمنت رقم (1) التالفة بوحدة جديدة .. وتتوقع خسائر رأسمالية بـ 1.9 مليون
https://t.co/kewTV1MjJM 
#تداول #تاسي https://t.co/RIPGBmbh3t",4,7803.0,5,1
2023-03-13T06:52:03.000Z,رأسمالية الطباعة و دافعي الضرائب ..,0,29.0,0,0
2023-03-14T08:03:48.000Z,@aihmadMakhlouf دعك من الدعاية الغربية  .. أقرب شئ للأسلام هي الأشتراكية.. وليس ثمة مذهب يحتقر الأنسان ويسلعه ويشيئه سوى بشاعة الرأسمالية  !!,2,16.0,1,0
2023-03-13T05:47:14.000Z,"تعرض بنك سليكون فالي لخسائر رأسمالية هائلة إذا اضطر إلى تصفية تلك الأصول قبل استحقاقها. هذا بالضبط ما حدث في الوقت الذي كان فيه عملاء البنك يسحبون ودائعهم.  

يقوم بنك سان فرانسيسكو الاحتياطي الفيدرالي بتنظيم بنك سليكون فالي وبطريقة ما فاته هذا الضعف المتزايد.",1,184.0,1,0
2023-03-14T07:57:07.000Z,@ibrahimkaragul الرأسمالية أكبر مأساة للعالم في تدمير المجتمعات. ولا يعرفون ان نظام الاقتصاد الإسلامي هو الأفضل (أن هذا القرآن يدعو للتي هي اقوم) صدق الله العظيم.,0,62.0,0,0
2023-03-13T05:09:57.000Z,الرأسمالية فشلت وفي كل أزمة تحتاج تدخل حكومي لمنع تفاقم الأزمة ولكن لن يعالج فقدان الثقة في البنوك ومحتمل أن 25 بنك يتعرض لنفس الأزمة المالية ولذلك كان الكيان الصهيوني بحاجة إلى التطبيع بدوافع إقتصادية لعلمهم أن الخليج هو مستقبل الإقتصاد وسيكون الإستثمار في دعم إستقرار المنطقة https://t.co/d5mjEhQI9X,3,4483.0,2,2
2023-03-14T07:46:47.000Z,كـ الرأسمالية والسياحية الأولى,1,60.0,0,1
2023-03-13T03:08:59.000Z,@thebishundercov مهو رأسمالية حقيرة، أساسيات الحياة لازم تكون حق مش أدفع مبلغ وقدره وبرضه ينتصب علي,0,765.0,0,0
2023-03-12T22:07:47.000Z,لكن هل كان تسليع قوة عمل المرأة شرًا؟ بالعكس تماما (بالتأكيد العمال والاشتراكيين في القرن 18 و19 ما شافوش كده)، إلا من وجهة نظر كهنوتية وأخلاقوية ما قبل رأسمالية منعزلة ومحبوسة في ماضي ولى ولن يعود. لإن زي ما قلت في الأول الرأسمالية هي واقعنا التاريخي النهارده +,15,454.0,1,2
2023-03-14T07:36:53.000Z,"https://t.co/Euvy1BrorV
Nasser of Silicon Roundabout (City of London) takes on gamblers in high places. Also, Dr Mohiedine Qassar of Chicago. Anchor Tariq Alaas chaired. دخلت المعمعة وعاركت الراسمالية المتوحشة. الاستاذ طارق العاص ادار النقاش، ود. محي الدين قصار من شيكاغو",0,13.0,0,0
2023-03-12T21:00:44.000Z,"@amtalrh78920970 @FatimaNaoot ما اظن ان هؤلاء الكومبارس هم مخرجوا الفساد بل مجرد عرائس تحرك بحبال الماسونية العالمية 
وإن اختلفت مدارسها ليبرالية علمانية رأسمالية اشتراكية شيوعية ...",1,28.0,1,0
2023-03-14T07:13:32.000Z,المهم ، الرأسمالية هي السبب,0,94.0,0,0
2023-03-12T20:47:11.000Z,"7. الحوصلة: الطبقة الحاكمة في روسيا رأسمالية مثلها مثل رأسماليي الغرب، نخبة غارقة إلى أخمصيها في ملذات الحياة.

الفرق بينهما: في روسيا لا يمكن محاسبة هذه الطبقة بأي حال.
إذن؛ من يسوّق لنظرية ""روسيا صورة مناقضة للغرب وروسيا الخلوقة""، يكون من مروجي الأوهام وصناع الزيف والدجل.",16,422.0,3,3
2023-03-14T07:08:04.000Z,"@x_Mihawk نعم والله الحمد لله
هذا التوجه المقيت نحو الرأسمالية وجب ردعه، انعدام الأمان الوظيفي آفة هذا التوجه
كيف يبون الموظف يبدع وينتج وهو غير متيقن من مكانه واستمراره في العمل، والذي بدوره قد يخلق بيئة عمل غير آمنة، للأسف هذا الارتياب وجد في نسيج الحياة نفسها التي صنعتها الرأسمالية",1,177.0,0,0
2023-03-12T20:16:02.000Z,"استذكرت الإدارة الذاتية الديمقراطية في إقليم الجزيرة ومجلس دير الزور المدني، شهداء انتفاضة 12 آذار، وصرحوا بالقول: ""لا يمكن لأي قوة رأسمالية أن تنتصر على قيم الشعب وتاريخه ووحدته ومقاومته"".

https://t.co/OHvHRHmxvo",0,31.0,0,0
2023-03-14T07:00:48.000Z,يالليل خراط الرأسمالية….. hippies و عرب ماتجي والله,0,111.0,0,0
2023-03-12T20:13:16.000Z,@bonaifsa لعبوا الاجانب في البلد وأصبحوا يتوالدون عندنا ولا أستبعد في يوم من الأيام نكون قله وهم الكثرة كمثل بعض الدول المجاورة ونصبح رأسمالية.,0,27.0,0,0
2023-03-14T06:59:34.000Z,"❗️⚠️ قال كين جريفين من شركة Citadel ، نظرًا لتدخل الاحتياطي الفيدرالي في بنك Silicon Valley ، ""إن الرأسمالية الأمريكية"" تنهار أمام أعيننا

رابط قناة التلغرام:
https://t.co/Z6zZu4vB3B
الموقع الرسمي:
https://t.co/y2TmItpt9m",0,9.0,0,0
2023-03-12T20:09:03.000Z,@krnuIt لانها رأسماليه,0,54.0,1,0
2023-03-10T13:38:11.000Z,STOP wasting THOUSANDS of dollars 🤑 with Hubspot and put your marketing on autopilot with Topline®. Say goodbye to over a dozen marketing tools and hello to one easy-to-use platform. 🚀,11,44450.0,0,0
2023-03-14T06:54:18.000Z,@leo_sul6 هناك حلال وهنا حرام حسبي الله على الراسمالية https://t.co/tIFU4tq3Wi,0,45.0,1,0
2023-02-15T08:00:00.000Z,"Maverik &amp; Coke teamed up to give away a tricked-out 2022 Mercedes Benz Sprinter and $20,000 in the Happy Camper sweepstakes.",152,2984852.0,11,18
2023-03-13T11:42:05.000Z,"مادري مين الحيوان اللي سرب للمجتمع فكرة انك عشان تكون انسان جيد لازم تكون منتج، ولا الحيوان اللي خلا فكرة السعادة هدف، الانتاجية فخ رأسمالي ومطاردة السعادة وهم، وإذا بتحطهم نصب عينيك ستشقى يا شقي يا تعيس يا بائس..
انت ستمكث على هذه الأرض فترة وبتموت وستثقلك الاسئلة والسعي والمعنى",317,50040.0,11,37
2022-12-05T17:18:52.000Z,Is your Mac ready for the new macOS Ventura?,513,151261.44256756757,76,87
2023-03-12T14:49:48.000Z,"Final Message

Read: https://t.co/SpJtRKimBR",34744,24820611.0,2815,4565
2023-02-23T18:42:11.000Z,"We’re a @Gartner_inc  #CoolVendor 🚀 Get your free copy of the latest Cool Vendors in AI Core Technologies report to find out why, with compliments from Accrete. 

#AccreteAI #AICoreTechnologies #AI #FoundationalAI  #GenerativeAI",9,475731.0,1,0
2023-02-16T23:02:55.000Z,"With the cost of everything rising these days, search for dental implants now and see what kind of deals are out there",6,36320.0,2,2
2023-03-12T19:48:50.000Z,@OElshaikhy حتى لو كان برجوازي في تجارب راسمالية افضل بالذات لما كانت في منافسة مع الاشتراكية في الحرب الباردة..تلقيحة ع تجربة تشيلي بالدات بسبب حكم الجنرالات وفشلهم في الاقتصاد,1,187.0,1,0
2023-03-12T19:09:20.000Z,منذ ذلك الحين، فرضت الجهات التنظيمية متطلبات رأسمالية أكثر صرامة على البنوك الأمريكية بهدف ضمان أن انهيار البنوك الفردية لن يضر بالنظام المالي والاقتصاد الأوسع نطاقا.,1,1527.0,2,0
